word,translation,tag
pole,"n. 波兰人, 极点, 磁极, 电极, 杆, 竿, 相反的极端\nvt. 用竿支撑\nvi. 撑篙",ielts
police,"n. 警察, 警察当局, 治安\nvt. 维持治安, 管辖",ielts
policy,"n. 政策, 方针, 策略, 保险单\n[医] 凭单, 保险单",ielts
polish,"a. 波兰的\nn. 波兰人, 上光剂, 光泽, 优雅\nvt. 擦亮, 擦去, 使完美\nvi. 擦亮, 变得光亮",ielts
politic,"a. 精明的, 明智的, 策略的",ielts
political,"a. 政治的, 政治上的, 政党的, 从事政治的\n[法] 政治的, 政治上的, 党派政治的",ielts
pollinate,vt. 对...授粉,ielts
pollution,"n. 污染, 玷污\n[化] 污染",ielts
pompous,"a. 爱炫耀的, 虚夸的, 盛大的",ielts
ponder,"v. 沉思, 考虑",ielts
ponderous,"a. 沉重的, 笨重的, 毫无趣味的, 生硬的",ielts
pop,"n. 砰然声, 枪击, 含气饮料, 流行音乐, 通俗艺术\na. 流行的, 热门的, 通俗的\nvt. 使发出爆裂声, 开枪打, 突然伸出\nvi. 发出爆裂声, 射击, 突然出现, 瞪大\nadv. 突然, 砰地\n[计] 出现点, 邮局协议",ielts
popular,"a. 通俗的, 流行的, 受欢迎的, 大众的, 人民的, 普及的\n[经] 大众的, 通俗的, 普及的",ielts
population,"n. 人口, 人口数\n[化] 群体; 总体",ielts
porcelain,"n. 瓷器, 瓷\na. 瓷制的",ielts
porch,"n. 门廊, 走廊",ielts
pore,"n. 毛孔, 小孔, 气孔\nvi. 专心阅读, 细想, 钻研, 沉思, 注视\nvt. 使注视得",ielts
porous,"a. 多孔的, 有气孔的, 多孔性的, 能渗透的\n[医] 多孔的",ielts
port,"n. 港口, 埠, 舱门, 避风港, 左舷, 炮眼, 姿势, 意义\nvt. 左转舵, 持(枪)\nvi. 左转舵\n[计] 端口, 移植",ielts
portable,"a. 可携带的, 可搬运的, 可移动的\n[计] 可移植的",ielts
portfolio,"n. 皮包, 公文包, 部长职务, 有价证券财产目录, 艺术代表作选辑\n[法] 公文包, 文件夹, 阁员职务",ielts
portion,"n. 部分, 一份, 命运, 嫁妆\nvt. 分配, 给...嫁妆",ielts
portray,"vt. 描绘, 描写, 描绘...的肖像",ielts
pose,"n. 姿势, 姿态, 装模作样, 伪装\nvi. 摆姿势, 装模作样, 假装\nvt. 使摆好姿势, 提出, 造成",ielts
position,"n. 位置, 地位, 身分, 形势, 姿势, 立场, 职位, 状态, 阵地\nvt. 安置, 决定...的位置\n[计] 位置",ielts
positions,n. 定位；位置（position的复数）,ielts
positive,"a. 肯定的, 积极的, 有把握的\n[医] 正的, 阳性的",ielts
possession,"n. 拥有, 占有, 所有, 财产, 领土, 领地, 自制, 着迷\n[经] 占有, 持有",ielts
post,"n. 柱, 杆, 准星, 邮件, 邮政, 标竿, 职位, 岗位, 哨所, 兵营\nvt. 张帖, 邮递, 公布, 登入帐, 使熟悉, 布置\nvi. 快速行进\nadv. 急速地\n[计] 记入; 登记, 上电自检",ielts
postage,"n. 邮资\n[经] 邮费, 邮资",ielts
postcode,n. 邮政编码,ielts
poster,"n. 海报, 招贴, 驿马",ielts
posterity,"n. 子孙, 后裔\n[法] 子嗣, 后代, 后裔",ielts
postgraduate,"a. 大学毕业后的, 大学研究院的\nn. 研究生",ielts
posthumous,"a. 遗腹的, 死后的\n[医] 遗腹的",ielts
postpone,"vt. 延迟, 使延期, 缓办, 搁延\nvi. 延缓, 延缓发作",ielts
postscript,n. 附言\n[计] PostScript页面描述语言,ielts
posture,"n. 姿势, 态度, 情形, 形势\nvt. 作...的姿势\nvi. 作姿势",ielts
potent,"a. 有力的, 有说服力的, 有效的\n[医] 有力的, 有性交能力的",ielts
potential,"n. 潜在性, 可能性, 潜力, 潜能, 势, 位\na. 有潜力的, 可能的, 潜在的",ielts
potion,"n. 饮剂, 饮料, 一次饮用量, 一服, 一剂\n[医] 饮剂",ielts
pottery,"n. 陶器, 陶器厂\n[化] 陶器",ielts
poultry,n. 家禽,ielts
pounce,"n. 猛扑, 爪\nvi. 猛扑, 突袭\nvt. 扑住",ielts
pounds,"n. 磅, 英镑；重击（pound复数形式）",ielts
pour,"n. 流出, 倾泻, 骤雨\nvt. 倒, 灌, 注, 倾泻, 诉说, 倾吐\nvi. 倾泻, 蜂涌而来, 下大雨",ielts
poverty,"n. 贫穷, 贫困, 缺乏\n[医] 贫乏, 缺乏",ielts
power,"n. 力, 体力, 力量, 势力, 动力, 权力, 强国, 乘方, 强度, 幂, 功率\nvt. 使...有力量, 供以动力, 激励\n[计] 乘幂; DOS外部命令:能控制许多电池电源计算机上的电源管理特性",ielts
practicable,"a. 可实行的, 可做的, 可用的",ielts
practical,"a. 实际的, 现实的, 实用性的\n[法] 事实上的, 实际上的, 接近...的",ielts
practically,"adv. 几乎, 差不多, 事实上",ielts
practice,"n. 实践, 练习, 实行, 惯例, 习惯, 开业\nv. 实践, 实行, 练习, 实习, 业务",ielts
practitioner,"n. 从业者, 开业者\n[医] 行医者, 医师",ielts
pragmatic,"a. 忙碌的, 爱管闲事的, 自负的, 固执己见的, 实际的, 务实的, 国事的, 国务的\n[法] 闲断的, 固执己见的, 实用主义的",ielts
preach,"v. 传道, 讲道, 说教, 宣讲, 鼓吹\nn. 说教, 布道",ielts
precarious,"a. 不稳定的, 不安的, 危险的",ielts
precaution,"n. 预防, 留心, 警戒\nvt. 预先警告",ielts
precautions,n. 预防措施( precaution的名词复数 ); 防备; 避孕措施,ielts
precedence,"n. 优先, 居先\n[计] 先后次序; 优先规定",ielts
precedent,"n. 先例, 前例\na. 在先的, 在前的",ielts
preceding,"a. 在前的, 前面的\n[法] 在前的, 在先的, 前面的",ielts
precious,"a. 宝贵的, 珍贵的, 过于精致的, 珍爱的",ielts
precipice,"n. 悬崖, 绝壁, 险境",ielts
precipitate,"n. 沉淀物, 凝结物, 结果\nvt. 猛抛, 使陷入, 促成, 使沉淀\nvi. 猛地落下\na. 突然的, 猛地落下的, 轻率的",ielts
precise,"a. 精确的, 严谨的, 明确的\n[机] 精密的, 正确的",ielts
precision,"n. 精密, 精确, 精确度, 精度\na. 精密的, 精确的\n[计] 精度",ielts
predecessor,"n. 前任, 先辈, 前身\n[医] 初牙, 前辈, 祖先",ielts
predictable,a. 可预言的,ielts
predisposition,"n. 爱好, 素质, 癖性, 天性, 倾向, 易感受性\n[医] 素因, 素质",ielts
predominant,"a. 占主导地位的, 卓越的\n[法] 占优势的, 支配其他的, 主要的",ielts
preface,"n. 序, 绪言, 前言\nvi. 作序, 写前言\nvt. 给...作序, 以...开始",ielts
preference,"n. 偏爱, 优先, 喜爱物\n[计] 首选项",ielts
pregnant,"a. 怀孕的, 充满的, 思想丰富的, 成果丰硕的\n[医] 妊娠的, 有孕的",ielts
prejudice,"n. 偏见, 成见, 侵害\nvt. 使存偏见, 使有成见, 侵害",ielts
preliminary,"n. 初步做法, 初步措施, 预试, 预选赛\na. 初步的, 开始的, 预备的",ielts
prelude,"n. 前奏, 序幕, 序诗, 前奏曲\nvi. 作为前奏\nvt. 作为...的开头",ielts
premise,"n. 前提, 房屋连地基, 上述各项\nvt. 预先提出, 引出, 作为...的前提\nvi. 作出前提",ielts
premium,"n. 额外补贴, 奖金, 奖赏, 保险费\n[医] 保险费",ielts
prepare,"vt. 准备, 筹备, 使在思想上有准备, 制造, 调制\nvi. 预备",ielts
preposition,"n. 前置词, 介词",ielts
prerogative,"n. 特权, 君权, 职权\na. 特权的, 行使特权的",ielts
prescribe,"v. 规定, 指定, 嘱咐, 开处方",ielts
prescription,"n. 处方, 命令, 指定\n[医] 处方, 药方",ielts
presence,"n. 出席, 面前, 存在, 仪态, 风度\n[电] 出现",ielts
present,"n. 现在, 礼品, 瞄准\na. 现在的, 出席的\nvt. 介绍, 引见, 赠送, 提出, 呈现, 上演\nvi. 举枪瞄准",ielts
presentation,"n. 赠与, 描述, 介绍\n[计] 简报",ielts
preserve,"vt. 保护, 保持, 保存, 维持, 腌, 禁猎\nvi. 加工食品, 禁猎\nn. 加工成的食品, 禁猎地, 保护区, 防护物",ielts
pressure,"n. 压, 榨, 按, 强制, 压力, 压迫, 压强\nvt. 迫使, 使增压, 密封",ielts
prestige,"n. 声望, 威望, 威信\n[经] 商誉, 声誉",ielts
prestigious,a. 享有声望的,ielts
presumably,"adv. 推测上, 大概",ielts
presumption,"n. 专横, 放肆, 假定, 推测\n[法] 假定, 推测, 设想",ielts
pretentious,"a. 自负的, 自命不凡的, 夸耀的",ielts
pretext,"n. 借口, 托词\nv. 以...为借口",ielts
prevail,"vi. 获胜, 流行, 盛行\n[医] 流行, 盛行",ielts
prevalent,"a. 普遍的, 流行的",ielts
prevention,"n. 阻止, 妨碍, 预防\n[医] 预防",ielts
previous,"a. 早先的, 前面的, 过急的\n[法] 以前的, 生前的, 前述的",ielts
prey,"n. 被掠食者, 牺牲者\nvi. 捕食",ielts
price,"n. 价格, 代价, 价值\nvt. 定...的价格",ielts
primary,"n. 最主要者, 原色\na. 主要的, 初期的, 根本的, 原始的, 首要的, 基本的\n[计] 初等量; 主要的; 一次的",ielts
prime,"n. 最佳部分, 初期, 全盛期\na. 主要的, 最初的, 根本的\nv. 加油启动, 灌注, 填装",ielts
primitive,"n. 原始人, 早期艺术家\na. 原始的, 上古的\n[计] 图元; 原语; 基元",ielts
principal,"n. 校长, 首长, 本金, 主犯, 资本, 委托人\na. 主要的, 最重要的, 首要的",ielts
printed,"a. 印刷的, 印好的, 印花样的\n[电] 印刷的",ielts
printing,"n. 印刷, 印刷术, 印花\n[计] 打印; 印刷",ielts
prior,"a. 更重要的, 较早的, 在先的\nn. 小隐修院院长, 大隐修院副院长",ielts
priorities,n. 先( priority的名词复数 ); 优先; 优先权; 优先考虑的事,ielts
priority,"n. 优先权, 优先\n[计] 优先级",ielts
privacy,"n. 隐私, 隐居, 秘密\n[计] 个人保密权",ielts
private,"a. 私人的, 秘密的, 私立的, 隐蔽的\nn. 士兵, 隐士, 阴部\n[计] 私人的",ielts
privilege,"n. 特权, 特别恩典, 基本权利, 特免\nvt. 给与...特权, 特免",ielts
prizes,"n. 奖赏( prize的名词复数 ); 值得竞争的东西; 难能可贵的事物; 难以争取的重要事物\nv. 珍视, 珍惜( prize的第三人称单数 )",ielts
probation,"n. 鉴定, 查验, 证明, 试用, 察看, 缓刑\n[医] 审辨, 试验, 鉴定, 试用, 见习",ielts
probe,"n. 探索, 调查, 探针, 探测器\nv. 用探针探测, 调查, 探索",ielts
problems,n. 问题；难题（problem的复数）,ielts
procedure,"n. 程序, 过程, 手续\n[计] 规程; 过程",ielts
proceed,"vi. 继续进行, 进行, 开始, 发出, 起诉\n[法] 所得, 收入, 收益",ielts
proceeding,"n. 进行, 程序, 行动, 诉讼程序, 事项\n[化] 会议论文集",ielts
process,"n. 程序, 进行, 过程\nvt. 加工, 使...接受处理, 对...处置, 对...起诉\na. 经加工的, 有特殊光效的\n[计] 进程",ielts
processing,[计] 处理\n[化] 加工,ielts
proclaim,"vt. 宣布, 公告, 宣言, 表明, 赞扬\n[法] 宣布, 宣告, 公布",ielts
procure,"vt. 获得, 取得, 导致\nvi. 拉皮条",ielts
prodigious,"a. 庞大的, 惊人的, 异常的",ielts
product,"n. 产品, 结果, 乘积\n[化] 生产物",ielts
production,"n. 制造, 生产, 产物\n[医] 产生, 生成",ielts
productive,"a. 能生产的, 有生产价值的, 多产的\n[医] 产出性的, 产生性的",ielts
productivity,"n. 生产力\n[经] 生产率, 生产能力",ielts
products,n. 产品；商品（product的复数）,ielts
profane,"a. 世俗的, 不敬神的, 亵渎的\nvt. 亵渎, 玷污",ielts
profession,"n. 职业, 表白, 声明\n[化] 工种; 职业",ielts
professional,"n. 专业人才\na. 专业的, 职业的",ielts
professions,n. 专业；职业；行业（profession的复数形式）,ielts
professor,n. 教授,ielts
proficiency,"n. 精通, 熟练, 精练",ielts
profile,"n. 侧面, 轮廓, 传略\nvt. 描绘...轮廓, 写...的传略\n[计] 提问档; 剖面图法; 剖面法",ielts
profit,"n. 利润, 赢利, 利益\nvi. 有益, 获利, 赚钱\nvt. 有益于",ielts
profits,"n. 收益, 红利；盈利（profit的复数）",ielts
profound,"a. 极深的, 深厚的, 深刻的, 渊博的",ielts
profuse,"a. 很多的, 丰富的, 浪费的, 慷慨的",ielts
program,"n. 节目, 节目单, 程序, 纲要, 大纲, 计划\nvt. 规划, 拟...计划\nvi. 安排节目, 编程序\n[计] 程序",ielts
prohibit,"vt. 禁止, 阻止\n[经] 禁止",ielts
project,"n. 计划, 设计, 事业\nvt. 计划, 设计, 投掷, 发射, 使凸出, 放映\nvi. 凸出",ielts
projector,"n. 计划人, 发起人, 规划人, 放映机, 映画器, 幻灯机, 幻灯, 探照灯, 发射器\n[计] 投影仪",ielts
prolific,"a. 有生殖力的, 多产的, 丰富的\n[医] 多育的, 多产的, 繁殖的",ielts
prologue,"n. 开场白, 序言, 序幕\nvt. 为...作序, 加上...前言",ielts
prolong,"vt. 延长, 拖延, 拖长\n[化] 冷凝管",ielts
prominent,"a. 卓越的, 显著的, 突出的, 凸出的",ielts
promise,"n. 诺言, 约定的事情, 有指望\nvt. 允诺, 约定, 预示\nvi. 允诺, 有前途, 有指望",ielts
promising,"a. 有希望的, 前途有望的\n[经] 有希望的",ielts
promote,"vt. 促进, 晋升, 创办, 推销\n[经] 促进, 推广, 推销",ielts
prompt,"n. 激励, 提示, 提醒物, 提词, 付款期限\na. 迅速的, 敏捷的, 立刻的, 提词员的\nvt. 激励, 鼓动, 提示\nadv. 准时地\n[计] 提示符; DOS内部命令:设定DOS命令行的提示符",ielts
prone,"a. 俯伏的, 面向下的, 有...倾向的\n[医] 旋前的, 伏的, 俯的",ielts
propaganda,"n. 宣传, 宣传活动\n[医] 宣传",ielts
propagate,"vt. 繁殖, 传播, 传送\nvi. 繁殖, 蔓延",ielts
propel,"vt. 推进, 驱使\n[机] 推进",ielts
property,"n. 财产, 所有权, 性质, 属性\n[计] 属性",ielts
prophecy,"n. 预言, 预言能力",ielts
proportion,"n. 比例, 比率, 均衡, 部分, 面积\nvt. 使成比例, 使均衡",ielts
propose,"vt. 计划, 打算, 建议, 提议, 求(婚)\nvi. 打算, 求婚",ielts
proposition,"n. 建议, 命题, 主张\nvt. 向...提议, 向...提出猥亵的要求",ielts
propriety,"n. 礼貌, 规矩, 适当\n[计] 专有权",ielts
propulsion,"n. 推进, 推进力\n[医] 前冲, 慌张步态",ielts
prosecute,"vt. 告发, 起诉, 彻底进行, 执行, 从事\nvi. 告发, 起诉, 作检察官",ielts
prospect,"n. 景色, 展望\nvt. 勘探, 勘察\nvi. 勘探, 有前途",ielts
prospective,"a. 预期的, 将来的\n[经] 预期的, 未来的",ielts
prospectus,"n. 创办计划书, (内容)说明书, 内容简介\n[经] (募债)说明书",ielts
protein,n. 蛋白质\na. 蛋白质的,ielts
protest,"n. 抗议, 反对, 抗议书, 断言\nv. 反对, 抗议, 断言",ielts
protocol,"n. 草案, 礼仪, 协议\nv. 拟定\n[计] 协议, 协议列表实用程序",ielts
prototype,n. 原型\n[计] 样机; 原型,ielts
protract,"vt. 延长, 拖延, 伸出, 绘制\n[法] 延迟, 拖延, 延长",ielts
protrude,"vi. 伸出, 突出\nvt. 使伸出, 使突出",ielts
provided,"conj. 倘若, 以...为条件",ielts
provision,"n. (政府提供的)钱和设备, 准备, 供应品, 规定, 条款\nvt. 供给...食物及必需品",ielts
provisional,"a. 暂时的, 暂定的, 临时的\n[医] 临时的",ielts
provoke,"vt. 激怒, 惹起, 诱导\n[法] 刺激, 煽动, 激怒",ielts
proximity,"n. 接近, 亲近",ielts
proxy,"n. 代理, 代理人, 委托书\n[经] 代理人, 代表权, 授权书",ielts
pry,"n. 杠杆, 窥探, 好奇者\nvi. 打听, 窥探\nvt. 撬动, 撬开, 费力得到",ielts
pseudonym,"n. 假名, 笔名\n[法] 笔名, 假名",ielts
psychiatric,"a. 精神病学的, 医精神病的\n[医] 精神病学的",ielts
psychiatry,"n. 精神病学, 精神病治疗\n[医] 精神病学",ielts
psycholinguistics,n. 语言心理学,ielts
psychological,"a. 心理学的, 精神上的, 心灵的\n[法] 心理上的, 心理学的",ielts
psychology,"n. 心理学, 心理状态\n[医] 心理学",ielts
public,"n. 公众, 民众\na. 公众的, 公共的, 公立的, 公用的",ielts
publication,"n. 出版物, 出版, 公布\n[经] 发布",ielts
publicity,"n. 名声, 宣传, 公开场合\n[经] 宣传, 广告",ielts
pull,"vt. 拉, 拖, 拔, 牵, 撕开, 吸引\nvi. 拉, 拖, 拔, 有吸引力\nn. 拉, 拖, 拔, 拉力, 牵引力, 划船, 吸引",ielts
pulp,"n. 果肉, 纸浆\nvt. 使化成纸浆, 除去...果肉\nvi. 变成纸浆",ielts
pump,"n. 抽水机, 打气筒, 泵, 抽吸\nvt. 用唧筒抽水, 打气, 盘问, 倾注, 使疲惫\nvi. 抽水, 上下(或往复)运动",ielts
punctual,"a. 准时的, 守时的, 点状的, 中肯的\n[经] 准时的, 不误期的, 准时",ielts
puncture,"n. 刺痕, 穿刺\nvt. 刺穿, 刺, 揭穿\nvi. 被刺穿",ielts
pungent,"a. 刺激性的, 尖刻的, 苦痛的\n[医] 冲味的, 刺激味的",ielts
pupil,"n. 学生, 门生, 未成年人, 瞳孔\n[医] 瞳孔",ielts
pure,"a. 纯的, 纯净的, 纯洁的, 清白的, 完美的, 无瑕的, 抽象的\n[医] 的, 纯净的",ielts
purest,a. 纯的( pure的最高级 ); 单纯的; 纯真的; 干净的,ielts
purge,"n. 净化, 清除, 泻药\nv. (使)净化, 清除, (使)通便\n[计] 服务器文件删除实用程序",ielts
purity,"n. 纯净, 纯正, 纯粹\n[化] 纯度",ielts
purpose,"n. 目的, 意向, 决心, 用途, 效果, 论题\nvt. 意欲, 企图, 计划",ielts
purse,"n. 钱包, 小钱袋, 金钱, 募捐款, 囊状物\nv. 缩拢, 皱起",ielts
pursuit,"n. 追踪, 追求, 追赶, 娱乐, 职业\n[法] 追捕, 追求",ielts
put,"vt. 放, 摆, 安置, 移动, 发射, 投掷, 写上, 表达, 使从事, 使受到, 驱使, 赋予\nvi. 出发, 航行, 发芽\nn. 掷, 股票出售权, 笨蛋\na. 固定不动的\n[计] 发送文件",ielts
puzzle,"n. 难题, 迷惑\nvt. 使困惑, 使为难\nvi. 迷惑, 苦思",ielts
qualification,"n. 资格, 条件, 限制\n[计] 限定",ielts
qualifications,n. 职位要求；任职资格；资格证书；限定性条件（qualification的复数形式）,ielts
qualify,"vi. 取得资格, 有资格\nvt. 使有资格, 使合格, 限定, 限制, 准予",ielts
qualitative,"a. 性质的, 质的, 定性的",ielts
quality,"n. 品质, 特性, 才能, 质量\na. 优质的\n[计] 品质",ielts
quantitative,"a. 数量的, 定量的\n[医] 定量的, 数量的",ielts
quarry,"n. 采石场, 方形石, 猎物, 被追求物, 来源\nvt. 挖出, 努力挖掘\nvi. 费力地找",ielts
quarter,"n. 四分之一, 一刻钟, 季度, 地区\nvt. 四等分, 肢解\nvi. 驻扎, 住宿",ielts
quarterly,"a. 季度的, 按季度的, 每季的\nadv. 按季, 每三个月, 每季一次\nn. 季刊",ielts
queer,"n. 怪人, 同性恋者\na. 奇怪的, 不舒服的, 可疑的\nvt. 搞糟",ielts
quench,"vt. 熄灭, 结束, 使冷却, 将...淬火\nvi. 熄灭, 平息",ielts
quest,"n. 探索, 寻求, 调查\nv. 寻找, 找, 追寻猎物",ielts
questionnaire,"n. 调查表, 问卷\n[经] 调查表",ielts
questions,n. 问题（question的复数）,ielts
quit,"vi. 离开, 辞职, 停止\nvt. 离开, 放弃, 使解除, 停止\nn. 离开\n[计] 结束, 退出",ielts
quiver,"n. 震动, 颤抖, 箭袋\nvi. 颤抖, 振动\nvt. 使颤动\na. 敏捷的",ielts
quota,"n. 配额, 限额\n[化] 定额",ielts
rack,"n. 架, 行李架, 饲草架, 搁物架, 痛苦, 折磨, 齿条, 行云团\nvt. 把...放在架上, 在架上制作, 折磨, 使痛苦, 压榨, 榨取, 猛烈撕拉, 拷问\nvi. 变形, 倾斜, (云)随风飘, (马)小步跑\n[计] 机架",ielts
racket,"n. 球拍, 喧闹, 杂乱无章\nvi. 喧闹\nvt. 用球拍打",ielts
radar,"n. 雷达, 无线电探测器\n[计] 雷达图",ielts
radiate,"vt. 放射, 散发, 辐射, 传播, 广播\nvi. 发光, 辐射, 流露\na. 有射线的, 辐射状的",ielts
radical,"n. 激进分子, 词根, 基础, 根式, 根\na. 激进的, 根本的, 基本的, 根的",ielts
radio,"n. 无线电, 收音机, 无线电报, 无线电广播, 无线电台\nv. 用无线电发送",ielts
radius,"n. 半径, 范围, 辐射光线\n[电] 半径",ielts
raft,"n. 筏, 救生筏, 大量\nvi. 乘筏\nvt. 筏运, 制成筏",ielts
rage,"n. 愤怒, 情绪激动, 狂暴\nvi. 大怒, 狂吹, 流行",ielts
ragged,"a. 衣衫褴褛的, 参差不齐的, 不协调的, 粗糙的, 刺耳的",ielts
raid,"n. 袭击, 突袭, 搜捕\nv. 奇袭, 搜捕\n[计] 廉价磁盘冗余阵列",ielts
rail,"n. 横杆, 围栏, 栏杆, 铁轨, 扶手, 秧鸡\nvt. 以横木围栏, 给...铺铁轨\nvi. 责骂, 抱怨",ielts
railway,"n. 铁路, 轨道\n[经] 铁路",ielts
